"","MSOA","residents","annual_income","NIC","ITEMS_SUM","ITEMS_per_capita","prescriptions_per_capita","prescriptions","NIC_per_capita","avg_generic_ratio","min_generic_ratio","max_generic_ratio","practices","residents_per_practice"
"17","E02000023",6482,30680,56888.13,8219,1.268,0.161,1042,8.776,0.6,0.599808061420345,0.599808061420345,1,6482
"18","E02000024",10156,53560,82803.5000000001,7840,0.772,0.196,1990,8.153,0.558,0.550495049504951,0.568486096807415,3,3385
"19","E02000025",7956,45760,85510.2500000001,8071,1.014,0.157,1250,10.748,0.592,0.592,0.592,1,7956
"20","E02000028",6166,49400,43094.39,4026,0.653,0.189,1165,6.989,0.585,0.578767123287671,0.590361445783133,2,3083
"21","E02000029",8517,45240,169305.1,15927,1.87,0.413,3517,19.878,0.615,0.559077809798271,0.665509259259259,4,2129
"22","E02000031",7294,49920,104679.45,11655,1.598,0.206,1501,14.351,0.544,0.543637574950033,0.543637574950033,1,7294
"23","E02000033",8537,41600,77316.12,8543,1.001,0.239,2037,9.057,0.628,0.602634467618002,0.641534391534392,3,2845
"24","E02000034",8508,42640,106976.38,11026,1.296,0.179,1524,12.574,0.558,0.558398950131234,0.558398950131234,1,8508
"25","E02000035",7965,45760,71585.3299999999,6318,0.793,0.152,1210,8.987,0.577,0.576859504132231,0.576859504132231,1,7965
"26","E02000036",10743,42120,82711.04,9890,0.921,0.166,1785,7.699,0.624,0.589954337899543,0.657971014492754,2,5371
"27","E02000037",9741,45760,106634.34,11653,1.196,0.15,1465,10.947,0.567,0.567235494880546,0.567235494880546,1,9741
"28","E02000038",10514,46800,95810.8200000001,10003,0.951,0.185,1948,9.113,0.577,0.552777777777778,0.600230414746544,2,5257
"29","E02000041",8811,41080,226100.53,19953,2.265,0.357,3147,25.661,0.547,0.488673139158576,0.604795050270688,2,4405
"30","E02000042",10639,43680,239729.6,23388,2.198,0.327,3481,22.533,0.602,0.518038331454341,0.75,3,3546
"31","E02000043",7696,60320,105196.86,10024,1.302,0.195,1499,13.669,0.556,0.555703802535023,0.555703802535023,1,7696
"32","E02000045",10237,41600,69675.84,9201,0.899,0.141,1442,6.806,0.522,0.522191400832178,0.522191400832178,1,10237
"33","E02000046",7063,50440,112057.17,10819,1.532,0.345,2440,15.865,0.583,0.454545454545455,0.692182410423453,4,1765
"34","E02000047",11373,34840,210358.91,25961,2.283,0.265,3014,18.496,0.666,0.513513513513513,0.857142857142857,5,2274
"35","E02000048",9817,52520,53219.59,5864,0.597,0.117,1144,5.421,0.566,0.566433566433566,0.566433566433566,1,9817
"36","E02000051",8647,54080,87145.9,8505,0.984,0.225,1946,10.078,0.596,0.582383419689119,0.609582059123344,2,4323
"37","E02000052",9698,49400,92713.63,9345,0.964,0.2,1940,9.56,0.583,0.554814108674929,0.610549943883277,2,4849
"38","E02000053",8697,37960,33252.22,3818,0.439,0.096,837,3.823,0.637,0.636798088410992,0.636798088410992,1,8697
"39","E02000054",7206,46280,125932.59,12293,1.706,0.297,2143,17.476,0.581,0.555555555555556,0.606340819022457,2,3603
"40","E02000055",11130,40560,88054.5299999999,10028,0.901,0.16,1784,7.911,0.648,0.559856630824373,0.735218508997429,2,5565
"41","E02000057",7484,44200,32475.66,3497,0.467,0.15,1125,4.339,0.654,0.64021164021164,0.668458781362007,2,3742
"42","E02000058",10220,60320,64228.0599999999,6554,0.641,0.115,1174,6.285,0.592,0.591993185689949,0.591993185689949,1,10220
"43","E02000060",10920,47840,45485.31,4547,0.416,0.097,1060,4.165,0.546,0.54622641509434,0.54622641509434,1,10920
"44","E02000061",8013,57720,29864.46,2798,0.349,0.108,864,3.727,0.575,0.575231481481482,0.575231481481482,1,8013
"45","E02000063",6971,42120,109397.75,10346,1.484,0.21,1464,15.693,0.535,0.534836065573771,0.534836065573771,1,6971
"46","E02000064",6248,39520,61651.14,6521,1.044,0.196,1223,9.867,0.569,0.56909239574816,0.56909239574816,1,6248
"47","E02000067",8750,35360,74638.0299999999,9511,1.087,0.133,1161,8.53,0.515,0.515073212747631,0.515073212747631,1,8750
"48","E02000068",7388,37440,33921.63,4575,0.619,0.108,800,4.591,0.546,0.54625,0.54625,1,7388
"49","E02000071",7300,39000,22963.07,2980,0.408,0.093,681,3.146,0.608,0.607929515418502,0.607929515418502,1,7300
"50","E02000072",11734,33800,65722.05,7040,0.6,0.093,1087,5.601,0.518,0.517939282428703,0.517939282428703,1,11734
"51","E02000075",7948,40560,114372.25,11847,1.491,0.282,2241,14.39,0.578,0.377777777777778,0.863636363636364,4,1987
"52","E02000077",7823,38480,132018.27,13775,1.761,0.202,1578,16.876,0.484,0.484157160963245,0.484157160963245,1,7823
"53","E02000078",7665,42640,53430.2300000001,5426,0.708,0.124,950,6.971,0.546,0.546315789473684,0.546315789473684,1,7665
"54","E02000079",7865,39000,283008.990000001,29686,3.774,0.415,3262,35.983,0.586,0.492910195813639,0.75,3,2621
"55","E02000080",9430,38480,249458.69,27244,2.889,0.306,2885,26.454,0.478,0.44131455399061,0.513971210838273,2,4715
"56","E02000083",9771,36920,66143.7,7121,0.729,0.122,1191,6.769,0.758,0.515151515151515,1,2,4885
"57","E02000087",7579,46280,25630.92,3729,0.492,0.099,747,3.382,0.617,0.617135207496653,0.617135207496653,1,7579
"58","E02000091",9682,40040,140102.13,17671,1.825,0.171,1657,14.47,0.594,0.500313873195229,0.6875,2,4841
"59","E02000093",10883,40040,80810.9200000001,9091,0.835,0.151,1641,7.425,0.613,0.59375,0.632214765100671,2,5441
"60","E02000094",8746,39520,51604.16,7025,0.803,0.162,1414,5.9,0.626,0.617300131061599,0.634408602150538,2,4373
"61","E02000095",9921,39000,180558.09,24480,2.467,0.314,3118,18.2,0.596,0.575809199318569,0.629850746268657,3,3307
"62","E02000096",7598,47320,38767.87,5995,0.789,0.127,966,5.102,0.59,0.590062111801242,0.590062111801242,1,7598
"63","E02000097",8958,37440,60542.73,8931,0.997,0.163,1458,6.759,0.649,0.628635346756152,0.668439716312057,2,4479
"64","E02000098",7944,41600,64932.54,8963,1.128,0.144,1146,8.174,0.587,0.587260034904014,0.587260034904014,1,7944
"65","E02000100",8388,48880,1091.6,208,0.025,0.016,138,0.13,0.572,0.572463768115942,0.572463768115942,1,8388
"66","E02000101",9332,33800,82835.8600000001,8862,0.95,0.198,1847,8.877,0.589,0.572327044025157,0.604904632152589,2,4666
"67","E02000102",7787,35880,43732.01,5423,0.696,0.156,1211,5.616,0.652,0.638356164383562,0.665280665280665,2,3893
"68","E02000103",8723,35880,59565.96,8959,1.027,0.126,1096,6.829,0.594,0.593978102189781,0.593978102189781,1,8723
"69","E02000104",6767,40040,158883.24,18205,2.69,0.424,2872,23.479,0.616,0.564149226569609,0.700516351118761,3,2255
"70","E02000106",10217,36920,161646.78,21268,2.082,0.28,2859,15.821,0.631,0.60075329566855,0.654320987654321,3,3405
"71","E02000107",10692,42120,160035.65,20216,1.891,0.33,3530,14.968,0.624,0.611344537815126,0.63953488372093,4,2673
"72","E02000109",9864,37440,31102.23,3634,0.368,0.074,732,3.153,0.567,0.566939890710383,0.566939890710383,1,9864
"73","E02000111",9782,35360,180560.06,24643,2.519,0.448,4386,18.458,0.585,0.395604395604396,0.64041095890411,7,1397
"74","E02000112",9432,35880,26687.81,3205,0.34,0.07,660,2.829,0.611,0.610606060606061,0.610606060606061,1,9432
"75","E02000113",9655,30680,101121.18,12565,1.301,0.126,1220,10.473,0.565,0.564754098360656,0.564754098360656,1,9655
"76","E02000114",9010,41080,49042.48,6207,0.689,0.11,989,5.443,0.612,0.611729019211325,0.611729019211325,1,9010
"77","E02000115",8340,44200,54537.65,5276,0.633,0.122,1019,6.539,0.609,0.609421000981354,0.609421000981354,1,8340
"78","E02000116",8153,34840,62137.11,9086,1.114,0.193,1572,7.621,0.468,0.181818181818182,0.628776978417266,3,2717
"79","E02000117",12013,32240,111904.06,17282,1.439,0.174,2094,9.315,0.557,0.533248081841432,0.580030487804878,2,6006
"80","E02000119",7248,30680,126087.6,21012,2.899,0.438,3173,17.396,0.631,0.56353591160221,0.685220729366603,5,1449
"81","E02000120",9214,44720,24934.76,2741,0.297,0.077,710,2.706,0.596,0.595774647887324,0.595774647887324,1,9214
"82","E02000121",8933,35880,47446.56,7241,0.811,0.137,1222,5.311,0.634,0.626168224299065,0.642706131078224,2,4466
"83","E02000122",8079,44720,84372.54,9449,1.17,0.207,1673,10.443,0.627,0.610641891891892,0.644171779141104,2,4039
"84","E02000123",14719,34840,123747.54,19305,1.312,0.177,2598,8.407,0.624,0.609207708779443,0.636608344549125,3,4906
"85","E02000124",10222,47320,64946.39,8066,0.789,0.146,1495,6.354,0.624,0.605990783410138,0.64274322169059,2,5111
"86","E02000125",10815,43160,148802.87,17964,1.661,0.153,1655,13.759,0.548,0.548036253776435,0.548036253776435,1,10815
"87","E02000126",7775,30680,59592.41,7025,0.904,0.142,1101,7.665,0.568,0.567665758401453,0.567665758401453,1,7775
"88","E02000128",7294,44200,264797.83,24274,3.328,0.428,3121,36.304,0.547,0.519031141868512,0.575342465753425,2,3647
"89","E02000130",7914,43680,52266.94,5697,0.72,0.125,987,6.604,0.604,0.603850050658561,0.603850050658561,1,7914
"90","E02000131",8954,43160,645.27,47,0.005,0.004,40,0.072,0.65,0.65,0.65,1,8954
"91","E02000134",10773,46800,256517.22,24936,2.315,0.328,3529,23.811,0.565,0.5,0.625,5,2154
"92","E02000135",9734,33280,122988.68,14961,1.537,0.274,2668,12.635,0.63,0.575103734439834,0.684210526315789,3,3244
"93","E02000138",7936,54080,50869.55,4427,0.558,0.132,1045,6.41,0.601,0.600956937799043,0.600956937799043,1,7936
"94","E02000141",6940,41080,68372.7099999999,6644,0.957,0.15,1042,9.852,0.629,0.628598848368522,0.628598848368522,1,6940
"95","E02000144",8681,54600,224675.68,22384,2.579,0.342,2973,25.881,0.538,0.5,0.567370721048798,3,2893
"96","E02000145",8086,34320,27824.72,2684,0.332,0.083,672,3.441,0.631,0.630952380952381,0.630952380952381,1,8086
"97","E02000149",7708,38480,158699.05,14949,1.939,0.345,2663,20.589,0.618,0.585399449035813,0.646447140381282,3,2569
"98","E02000151",7574,57720,116825.05,10778,1.423,0.276,2092,15.424,0.565,0.523247232472325,0.60651289009498,2,3787
"99","E02000152",6572,36920,144668.84,13515,2.056,0.25,1644,22.013,0.527,0.52676399026764,0.52676399026764,1,6572
"100","E02000153",7755,49400,67802.9700000001,6544,0.844,0.154,1194,8.743,0.549,0.54857621440536,0.54857621440536,1,7755
"101","E02000154",7959,45760,173624.64,17325,2.177,0.331,2636,21.815,0.557,0.544923301680058,0.568271507498027,2,3979
"102","E02000155",6905,40040,91140.8299999999,9261,1.341,0.25,1725,13.199,0.626,0.566519823788546,0.686440677966102,2,3452
"103","E02000156",12094,47320,190827.75,17371,1.436,0.214,2585,15.779,0.581,0.573210768220617,0.589453860640301,2,6047
"104","E02000160",7856,47840,130448.34,11138,1.418,0.253,1985,16.605,0.531,0.133333333333333,1,5,1571
"105","E02000161",8410,51480,111125.61,9879,1.175,0.166,1395,13.214,0.548,0.548387096774194,0.548387096774194,1,8410
"106","E02000162",6693,43160,187505.05,16883,2.522,0.372,2493,28.015,0.683,0.545340838023765,1,4,1673
"107","E02000163",7650,46800,192225.83,18534,2.423,0.432,3307,25.128,0.567,0.549450549450549,0.583941605839416,3,2550
"108","E02000165",7045,49400,147883.21,14155,2.009,0.31,2184,20.991,0.58,0.524547803617571,0.635220125786163,2,3522
"109","E02000166",7924,49920,80105.5700000001,9577,1.209,0.22,1744,10.109,0.653,0.601851851851852,0.704663212435233,2,3962
"110","E02000167",7944,74880,139710.88,10756,1.354,0.271,2155,17.587,0.647,0.646086956521739,0.648756218905473,2,3972
"111","E02000170",8338,60840,94484.4099999999,9822,1.178,0.29,2414,11.332,0.638,0.60561797752809,0.661870503597122,4,2084
"112","E02000172",10147,35360,143081.07,15293,1.507,0.25,2537,14.101,0.651,0.606687898089172,0.690427698574338,3,3382
"113","E02000173",7675,64480,33424.47,3436,0.448,0.145,1113,4.355,0.577,0.3375,0.714285714285714,3,2558
"114","E02000175",8848,59280,74558.2600000001,7514,0.849,0.137,1210,8.427,0.621,0.621487603305785,0.621487603305785,1,8848
"115","E02000178",8857,44200,6039.29,533,0.06,0.03,263,0.682,0.662,0.661596958174905,0.661596958174905,1,8857
"116","E02000183",7913,53040,51203.7,4949,0.625,0.122,965,6.471,0.66,0.660103626943005,0.660103626943005,1,7913
"117","E02000184",8882,38480,6736.23999999999,1150,0.129,0.037,329,0.758,0.669,0.668693009118541,0.668693009118541,1,8882
"118","E02000185",8290,35360,106566.74,10356,1.249,0.173,1432,12.855,0.582,0.582402234636871,0.582402234636871,1,8290
"119","E02000186",6687,43680,104327.57,9913,1.482,0.221,1476,15.602,0.425,0.0783410138248848,0.605536332179931,3,2229
"120","E02000187",8155,28600,39119.46,4018,0.493,0.097,794,4.797,0.606,0.605793450881612,0.605793450881612,1,8155
"121","E02000190",7530,32240,51491.9600000001,6254,0.831,0.139,1048,6.838,0.578,0.57824427480916,0.57824427480916,1,7530
"122","E02000191",7497,36920,81219.33,8407,1.121,0.24,1803,10.834,0.605,0.574829931972789,0.634768740031898,2,3748
"123","E02000193",7630,43680,14664.94,2160,0.283,0.065,497,1.922,0.708,0.708249496981891,0.708249496981891,1,7630
"124","E02000194",8696,40040,79433.8300000002,8603,0.989,0.145,1261,9.135,0.596,0.595559080095163,0.595559080095163,1,8696
"125","E02000197",9094,39520,117372.9,16500,1.814,0.227,2063,12.907,0.615,0.563485477178423,0.666666666666667,2,4547
"126","E02000198",8070,36920,164154.09,23402,2.9,0.279,2255,20.341,0.603,0.55210355987055,0.653521126760563,2,4035
"127","E02000199",8430,41600,26743.46,3335,0.396,0.093,786,3.172,0.644,0.643765903307888,0.643765903307888,1,8430
"128","E02000200",8294,39520,106312.65,15339,1.849,0.306,2536,12.818,0.623,0.604040404040404,0.651865008880995,3,2764
"129","E02000202",8548,38480,103590.69,13292,1.555,0.187,1596,12.119,0.647,0.611971830985915,0.681818181818182,2,4274
"130","E02000203",7539,35360,104185.09,14518,1.926,0.283,2137,13.819,0.521,0.25,0.692307692307692,5,1507
"131","E02000204",9407,36920,94435.1500000001,15582,1.656,0.205,1924,10.039,0.607,0.606960950764007,0.607238605898123,2,4703
"132","E02000206",9539,35880,13968.83,2181,0.229,0.057,540,1.464,0.685,0.685185185185185,0.685185185185185,1,9539
"133","E02000207",8999,40040,153914.67,19239,2.138,0.246,2210,17.104,0.589,0.556164383561644,0.621333333333333,2,4499
"134","E02000208",9790,34320,187763.81,25869,2.642,0.353,3453,19.179,0.539,0.0909090909090909,0.677304964539007,6,1631
"135","E02000209",8414,39520,45964.05,6386,0.759,0.132,1108,5.463,0.603,0.581986143187067,0.62396694214876,2,4207
"136","E02000212",8523,35880,59719.94,7926,0.93,0.13,1104,7.007,0.585,0.585144927536232,0.585144927536232,1,8523
"137","E02000213",9551,36920,151338.01,20241,2.119,0.285,2720,15.845,0.379,0.0636363636363636,0.591939546599496,4,2387
"138","E02000214",6236,50960,30942.88,4076,0.654,0.132,824,4.962,0.584,0.58373786407767,0.58373786407767,1,6236
"139","E02000215",10518,42640,236357.3,27998,2.662,0.35,3683,22.472,0.593,0.567430025445293,0.628292682926829,3,3506
"140","E02000217",9688,40560,4052.99,385,0.04,0.002,15,0.418,0.6,0.6,0.6,1,9688
"141","E02000218",6640,41600,26127.61,3399,0.512,0.111,734,3.935,0.64,0.640326975476839,0.640326975476839,1,6640
"142","E02000219",7686,49400,124615.21,16090,2.093,0.376,2888,16.213,0.6,0.564766839378238,0.642512077294686,3,2562
"143","E02000220",9881,43680,149515.48,18777,1.9,0.306,3028,15.132,0.598,0.573901464713715,0.616939364773821,3,3293
"144","E02000221",9820,37960,86314.4599999998,11305,1.151,0.135,1328,8.79,0.574,0.573795180722892,0.573795180722892,1,9820
"145","E02000222",7891,49400,40480.27,4936,0.626,0.118,932,5.13,0.62,0.620171673819742,0.620171673819742,1,7891
"146","E02000223",8371,31200,37634.57,5506,0.658,0.103,865,4.496,0.591,0.590751445086705,0.590751445086705,1,8371
"147","E02000224",7684,47320,117730.7,16382,2.132,0.267,2051,15.322,0.638,0.611764705882353,0.665016501650165,2,3842
"148","E02000225",7535,34320,167351.03,21965,2.915,0.417,3145,22.21,0.736,0.525943396226415,1,5,1507
"149","E02000226",7539,56160,280834.81,34430,4.567,0.546,4118,37.251,0.667,0.532846715328467,1,4,1884
"150","E02000230",10045,50440,169593.51,20944,2.085,0.199,1997,16.883,0.558,0.50709219858156,0.608695652173913,2,5022
"151","E02000231",7685,61360,26361.72,4346,0.566,0.096,740,3.43,0.651,0.651351351351351,0.651351351351351,1,7685
"152","E02000234",8023,49400,36275.18,5121,0.638,0.108,864,4.521,0.611,0.611111111111111,0.611111111111111,1,8023
"153","E02000235",6968,56160,89672.7899999999,11227,1.611,0.275,1914,12.869,0.594,0.585424133811231,0.601671309192201,2,3484
"154","E02000237",7475,44200,131253.29,15133,2.024,0.277,2072,17.559,0.623,0.567204301075269,0.678082191780822,2,3737
"155","E02000238",9500,41600,3.9,1,0,0,1,0,1,1,1,1,9500
"156","E02000239",9000,45240,66969.72,8615,0.957,0.174,1565,7.441,0.613,0.58890290037831,0.637305699481865,2,4500
"157","E02000240",10265,33800,157578.44,17895,1.743,0.326,3347,15.351,0.571,0.517201834862385,0.610576923076923,4,2566
"158","E02000241",6639,42120,71968.3600000001,9172,1.382,0.171,1134,10.84,0.598,0.597883597883598,0.597883597883598,1,6639
"159","E02000242",6763,41080,88935.3000000001,9613,1.421,0.184,1243,13.15,0.544,0.543845534995977,0.543845534995977,1,6763
"160","E02000244",7172,42640,40184.42,4765,0.664,0.155,1114,5.603,0.652,0.631229235880399,0.671875,2,3586
"161","E02000246",8748,32760,48938.92,6129,0.701,0.107,940,5.594,0.544,0.543617021276596,0.543617021276596,1,8748
"162","E02000247",10308,34320,97408.98,11887,1.153,0.187,1929,9.45,0.611,0.594948550046773,0.626744186046512,2,5154
"163","E02000250",6487,63960,130315.09,13373,2.062,0.436,2828,20.089,0.608,0.559055118110236,0.638571428571429,4,1621
"164","E02000252",9706,38480,52509.78,6889,0.71,0.105,1022,5.41,0.579,0.579256360078278,0.579256360078278,1,9706
"165","E02000253",9632,35880,33369.05,5173,0.537,0.087,838,3.464,0.616,0.615751789976134,0.615751789976134,1,9632
"166","E02000254",8949,36920,213781.49,35671,3.986,0.516,4614,23.889,0.592,0.539351851851852,0.631982475355969,5,1789
"167","E02000256",8861,58760,149825.65,26532,2.994,0.29,2571,16.908,0.572,0.51961375980688,0.630177514792899,3,2953
"168","E02000257",13509,57720,174322.14,19417,1.437,0.231,3125,12.904,0.582,0.532199270959903,0.618311533888228,3,4503
"169","E02000258",6730,47320,28695.53,4432,0.659,0.111,750,4.264,0.573,0.573333333333333,0.573333333333333,1,6730
"170","E02000260",8710,34840,136332.44,19958,2.291,0.335,2918,15.652,0.641,0.580305927342256,0.709677419354839,4,2177
"171","E02000261",10766,37960,22923.82,3705,0.344,0.059,632,2.129,0.658,0.658227848101266,0.658227848101266,1,10766
"172","E02000262",8925,44200,108260,13413,1.503,0.255,2280,12.13,0.648,0.60410094637224,0.705336426914153,3,2975
"173","E02000263",11637,34320,260535.78,36840,3.166,0.38,4419,22.389,0.547,0.505231689088191,0.582056892778993,4,2909
"174","E02000264",8103,55120,88381.1699999998,11171,1.379,0.222,1796,10.907,0.588,0.55095785440613,0.625254582484725,2,4051
"175","E02000265",11119,47320,67409.8099999999,11629,1.046,0.111,1229,6.063,0.593,0.593165174938975,0.593165174938975,1,11119
"176","E02000266",12331,33800,43206.82,7228,0.586,0.1,1227,3.504,0.634,0.608501118568233,0.684210526315789,3,4110
"177","E02000267",6926,50960,2145.94,29,0.004,0.003,20,0.31,0.75,0.75,0.75,1,6926
"178","E02000269",8078,62920,64764.6499999999,7917,0.98,0.142,1151,8.017,0.611,0.610773240660295,0.610773240660295,1,8078
"179","E02000270",8043,36920,70765.8000000001,10185,1.266,0.152,1226,8.798,0.586,0.585644371941272,0.585644371941272,1,8043
"180","E02000271",6763,67080,66802.75,6170,0.912,0.215,1452,9.878,0.589,0.549157303370786,0.628378378378378,2,3381
"181","E02000272",6748,58240,59106.0499999999,7133,1.057,0.16,1083,8.759,0.545,0.544783010156971,0.544783010156971,1,6748
"182","E02000275",7102,34320,44837.39,8077,1.137,0.142,1011,6.313,0.565,0.564787339268051,0.564787339268051,1,7102
"183","E02000276",6722,54600,59963.33,8805,1.31,0.157,1057,8.92,0.62,0.619678334910123,0.619678334910123,1,6722
"184","E02000277",7081,36920,139584.8,19384,2.737,0.245,1734,19.713,0.48,0.480392156862745,0.480392156862745,1,7081
"185","E02000279",11292,38480,57019.31,8046,0.713,0.134,1517,5.05,0.614,0.594871794871795,0.633649932157395,2,5646
"186","E02000282",9115,30680,127187.02,16173,1.774,0.246,2244,13.954,0.57,0.565806451612903,0.573487031700288,2,4557
"187","E02000284",8200,43160,35050.18,1509,0.184,0.043,352,4.274,0.459,0.0838150289017341,0.833333333333333,2,4100
"188","E02000288",10490,33800,61281.13,8407,0.801,0.156,1635,5.842,0.585,0.555555555555556,0.613803230543319,2,5245
"189","E02000289",6569,47320,61084.4000000001,6889,1.049,0.184,1206,9.299,0.562,0.562189054726368,0.562189054726368,1,6569
"190","E02000290",7242,30160,64473.3899999999,8226,1.136,0.163,1182,8.903,0.514,0.513536379018612,0.513536379018612,1,7242
"191","E02000291",8924,38480,44377.68,7386,0.828,0.119,1059,4.973,0.572,0.572237960339943,0.572237960339943,1,8924
"192","E02000292",9518,41600,38731.52,5632,0.592,0.135,1282,4.069,0.657,0.647540983606557,0.667272727272727,2,4759
"193","E02000293",6307,53040,28149.87,3798,0.602,0.13,818,4.463,0.605,0.605134474327628,0.605134474327628,1,6307
"194","E02000294",8879,34840,66390.3200000001,10534,1.186,0.143,1270,7.477,0.541,0.540944881889764,0.540944881889764,1,8879
"195","E02000296",9535,39520,72701.9400000001,7533,0.79,0.13,1238,7.625,0.548,0.547657512116317,0.547657512116317,1,9535
"196","E02000297",9298,46280,170475.17,26583,2.859,0.204,1897,18.335,0.771,0.542085759661196,1,2,4649
"197","E02000298",7976,53560,71011.55,8232,1.032,0.161,1281,8.903,0.582,0.582357533177205,0.582357533177205,1,7976
"198","E02000299",9312,34320,213602.43,30436,3.268,0.385,3589,22.938,0.65,0.536184210526316,0.875,5,1862
"199","E02000300",8157,37440,50896.65,9092,1.115,0.142,1160,6.24,0.522,0.522413793103448,0.522413793103448,1,8157
"200","E02000302",8326,39520,51824.8000000001,7703,0.925,0.137,1144,6.224,0.521,0.520979020979021,0.520979020979021,1,8326
"201","E02000303",8390,30680,87946.73,13017,1.551,0.234,1966,10.482,0.549,0.510204081632653,0.587837837837838,2,4195
"202","E02000304",8089,52520,17246.73,1741,0.215,0.073,587,2.132,0.666,0.666098807495741,0.666098807495741,1,8089
"203","E02000305",8633,43680,233249.26,27990,3.242,0.441,3808,27.018,0.58,0.550218340611354,0.625919117647059,3,2877
"204","E02000307",9873,37440,46031.0299999999,7211,0.73,0.11,1090,4.662,0.534,0.5,0.568265682656827,2,4936
"205","E02000308",7736,40040,22605.15,3833,0.495,0.097,747,2.922,0.677,0.677376171352075,0.677376171352075,1,7736
"206","E02000309",10489,33280,24459.34,2902,0.277,0.063,666,2.332,0.595,0.594594594594595,0.594594594594595,1,10489
"207","E02000312",10473,41080,93103.5499999999,11233,1.073,0.197,2061,8.89,0.575,0.564891846921797,0.584400465657742,2,5236
"208","E02000315",9080,30160,85180.3100000003,10504,1.157,0.16,1452,9.381,0.489,0.488980716253444,0.488980716253444,1,9080
"209","E02000318",9842,33800,272524.34,39456,4.009,0.566,5573,27.69,0.536,0.505392912172573,0.58029197080292,5,1968
"210","E02000319",10971,35360,47724.49,6391,0.583,0.093,1022,4.35,0.574,0.574363992172211,0.574363992172211,1,10971
"211","E02000320",6624,36400,37340.22,5384,0.813,0.145,959,5.637,0.539,0.539103232533889,0.539103232533889,1,6624
"212","E02000321",7200,32240,107639.22,14110,1.96,0.3,2158,14.95,0.583,0.576649746192893,0.589087809036658,2,3600
"213","E02000323",10674,30160,68791.05,10642,0.997,0.119,1267,6.445,0.569,0.569060773480663,0.569060773480663,1,10674
"214","E02000324",7315,34840,113668.98,15184,2.076,0.196,1436,15.539,0.53,0.529944289693593,0.529944289693593,1,7315
"215","E02000327",6825,34840,45858.19,6854,1.004,0.187,1276,6.719,0.578,0.541420118343195,0.614503816793893,2,3412
"216","E02000331",7831,35880,9356.27,2323,0.297,0.057,445,1.195,0.591,0.591011235955056,0.591011235955056,1,7831
"217","E02000334",6469,37440,29370.05,3774,0.583,0.117,757,4.54,0.522,0.521796565389696,0.521796565389696,1,6469
"218","E02000335",6549,42640,20898.22,2543,0.388,0.088,577,3.191,0.584,0.584055459272097,0.584055459272097,1,6549
"219","E02000337",7906,35880,36224.3199999999,5164,0.653,0.112,882,4.582,0.483,0.482993197278912,0.482993197278912,1,7906
"220","E02000339",5970,43160,60484.7700000001,6799,1.139,0.19,1137,10.131,0.495,0.495162708883025,0.495162708883025,1,5970
"221","E02000340",6088,38480,65908.5600000001,7179,1.179,0.195,1190,10.826,0.534,0.534453781512605,0.534453781512605,1,6088
"222","E02000342",6453,30160,41470.56,4780,0.741,0.158,1022,6.427,0.523,0.522504892367906,0.522504892367906,1,6453
"223","E02000343",6675,34840,18888.32,1816,0.272,0.078,519,2.83,0.645,0.645472061657033,0.645472061657033,1,6675
