"","MSOA","residents","annual_income","NIC","ITEMS_SUM","ITEMS_per_capita","prescriptions_per_capita","prescriptions","NIC_per_capita","avg_generic_ratio","min_generic_ratio","max_generic_ratio","practices","residents_per_practice"
"1","E02000002",6775,29640,47193.2099999999,5265,0,0,1294,6.96578745387453,0.580320366132723,0.560640732265446,0.6,2,3387
"2","E02000003",10045,36400,146470.5,16182,1,0,2759,14.5814335490294,0.560125299338843,0.531407035175879,0.586985391766268,3,3348
"3","E02000005",8562,34840,42318.9399999999,6030,0,0,995,4.94264657790235,0.603015075376884,0.603015075376884,0.603015075376884,1,8562
"4","E02000008",11569,31200,276323.41,36402,3,0,4782,23.8848137263376,0.547374743707007,0.493689680772086,0.588447653429603,4,2892
"5","E02000009",8395,32240,101079.7,12871,1,0,2060,12.0404645622394,0.614322734974584,0.565354330708661,0.663291139240506,2,4197
"6","E02000010",8615,31720,62161.5900000001,6512,0,0,1113,7.21550667440511,0.538185085354897,0.538185085354897,0.538185085354897,1,8615
"7","E02000011",6187,35360,75019.37,8209,1,0,1741,12.125322450299,0.558282662132441,0.557377049180328,0.559188275084555,2,3093
"8","E02000012",9888,38480,171070.45,19065,1,0,2351,17.300814118123,0.5215846649122,0.455463182897862,0.587706146926537,2,4944
"9","E02000013",8402,32240,118291.27,14510,1,0,2756,14.0789419185908,0.56331496489377,0.503825136612022,0.594845360824742,3,2800
"10","E02000014",9402,32760,53233.87,6551,0,0,1097,5.66197298447139,0.545123062898815,0.545123062898815,0.545123062898815,1,9402
"11","E02000015",7563,29640,50082.59,6197,0,0,1165,6.62205341795584,0.601995778161581,0.592592592592593,0.61139896373057,2,3781
"12","E02000016",7676,32240,74784.3,8498,1,0,1638,9.7426133402814,0.611299762238615,0.58936170212766,0.63323782234957,2,3838
"13","E02000017",8498,37960,32062.06,3812,0,0,806,3.77289479877618,0.523573200992556,0.523573200992556,0.523573200992556,1,8498
"14","E02000019",8276,34840,142449.1,19768,2,0,2348,17.2123127114548,0.560302683327525,0.488679245283019,0.631926121372032,2,4138
"15","E02000020",9276,31720,86798.8700000001,12745,1,0,1916,9.35735985338509,0.615696381025785,0.61322869955157,0.6181640625,2,4638
"16","E02000021",7904,35360,99350.2599999999,11923,1,0,2437,12.5696179149797,0.528093659126394,0.514786418400876,0.54302103250478,3,2634
"17","E02000023",6482,30680,53566.63,7607,1,0,1032,8.26390465905584,0.617248062015504,0.617248062015504,0.617248062015504,1,6482
"18","E02000024",10156,53560,72704.61,7092,0,0,1850,7.15878397006695,0.555097213956234,0.5,0.584837545126354,3,3385
"19","E02000025",7956,45760,77993.21,7245,0,0,1185,9.80306812468577,0.610970464135021,0.610970464135021,0.610970464135021,1,7956
"20","E02000028",6166,49400,40223.2,3838,0,0,1144,6.52338631203373,0.585664335664336,0.576923076923077,0.594405594405594,2,3083
"21","E02000029",8517,45240,159233.74,15998,1,0,3491,18.6959891980744,0.624819637791864,0.574036511156187,0.659340659340659,4,2129
"22","E02000031",7294,49920,108364.5,11312,1,0,1468,14.8566630106938,0.555858310626703,0.555858310626703,0.555858310626703,1,7294
"23","E02000033",8537,41600,66840.39,7395,0,0,1883,7.82949396743587,0.645969797829638,0.624263839811543,0.657303370786517,3,2845
"24","E02000034",8508,42640,92615.3,10118,1,0,1422,10.8856723084156,0.578059071729958,0.578059071729958,0.578059071729958,1,8508
"25","E02000035",7965,45760,68661.75,6039,0,0,1146,8.62043314500942,0.596858638743455,0.596858638743455,0.596858638743455,1,7965
"26","E02000036",10743,42120,74934.01,8278,0,0,1728,6.97514753793168,0.632688579856721,0.594285714285714,0.671091445427729,2,5371
"27","E02000037",9741,45760,95943.1200000002,10665,1,0,1403,9.8494117647059,0.586600142551675,0.586600142551675,0.586600142551675,1,9741
"28","E02000038",10514,46800,87724.0700000001,8440,0,0,1885,8.34354860186419,0.579780734311654,0.540284360189573,0.619277108433735,2,5257
"29","E02000041",8811,41080,221176.56,18836,2,0,3067,25.1023220973783,0.550153502163878,0.497194163860831,0.603112840466926,2,4405
"30","E02000042",10639,43680,232645.38,22081,2,0,3323,21.8672224833161,0.642109212581959,0.523615160349854,0.857142857142857,3,3546
"31","E02000043",7696,60320,92234.89,8579,1,0,1407,11.984783004158,0.566453447050462,0.566453447050462,0.566453447050462,1,7696
"32","E02000045",10237,41600,66801.32,9178,0,0,1405,6.52547816743187,0.519572953736655,0.519572953736655,0.519572953736655,1,10237
"33","E02000046",7063,50440,103937.12,9815,1,0,2415,14.7157185332012,0.623225122878392,0.551255230125523,0.664874551971326,4,1765
"34","E02000047",11373,34840,196849.42,24127,2,0,2889,17.3084867669041,0.687115506142318,0.545454545454545,1,5,2274
"35","E02000048",9817,52520,48006.36,5252,0,0,1085,4.89012529285933,0.578801843317972,0.578801843317972,0.578801843317972,1,9817
"36","E02000051",8647,54080,84275.5,7970,0,0,1942,9.74621255926911,0.617954206051555,0.606776180698152,0.629132231404959,2,4323
"37","E02000052",9698,49400,89770.9600000001,9464,0,0,1915,9.25664673128481,0.597002153786031,0.556092843326886,0.637911464245176,2,4849
"38","E02000053",8697,37960,31160.22,3301,0,0,805,3.58286995515695,0.645962732919255,0.645962732919255,0.645962732919255,1,8697
"39","E02000054",7206,46280,116163.57,12269,1,0,2003,16.1203955037469,0.594449066070477,0.55607476635514,0.632823365785814,2,3603
"40","E02000055",11130,40560,88834.1299999999,8816,0,0,1716,7.98150314465408,0.655317958548967,0.57879234167894,0.731843575418994,2,5565
"41","E02000057",7484,44200,31874.3,3486,0,0,1114,4.25899251737039,0.649905071349599,0.649186256781193,0.650623885918004,2,3742
"42","E02000058",10220,60320,58185.8,5867,0,0,1106,5.69332681017613,0.632911392405063,0.632911392405063,0.632911392405063,1,10220
"43","E02000060",10920,47840,41239.76,3998,0,0,1012,3.77653479853479,0.543478260869565,0.543478260869565,0.543478260869565,1,10920
"44","E02000061",8013,57720,28531.49,2623,0,0,779,3.56065019343567,0.604621309370988,0.604621309370988,0.604621309370988,1,8013
"45","E02000063",6971,42120,83670.4400000001,8396,1,0,1291,12.0026452445847,0.55151045701007,0.55151045701007,0.55151045701007,1,6971
"46","E02000064",6248,39520,58850.2,6102,0,0,1190,9.41904609475032,0.571428571428571,0.571428571428571,0.571428571428571,1,6248
"47","E02000067",8750,35360,75957.98,8576,0,0,1186,8.680912,0.476391231028668,0.476391231028668,0.476391231028668,1,8750
"48","E02000068",7388,37440,27901.96,4129,0,0,757,3.77665944775312,0.548216644649934,0.548216644649934,0.548216644649934,1,7388
"49","E02000071",7300,39000,22363.97,2538,0,0,611,3.06355753424658,0.600654664484452,0.600654664484452,0.600654664484452,1,7300
"50","E02000072",11734,33800,68329.01,7136,0,0,1131,5.82316430884609,0.49867374005305,0.49867374005305,0.49867374005305,1,11734
"51","E02000075",7948,40560,110269.1,11065,1,0,2187,13.8738173125315,0.567077379145785,0.361702127659574,0.863636363636364,4,1987
"52","E02000077",7823,38480,118829.66,12060,1,0,1507,15.1897814137799,0.490378234903782,0.490378234903782,0.490378234903782,1,7823
"53","E02000078",7665,42640,53406.93,5042,0,0,1010,6.96763600782779,0.640344982078853,0.558467741935484,0.722222222222222,2,3832
"54","E02000079",7865,39000,246592.75,26731,3,0,3135,31.3531786395423,0.676011067481816,0.494134897360704,1,3,2621
"55","E02000080",9430,38480,199285.4,22493,2,0,2603,21.1331283138918,0.496535027608455,0.445218492716909,0.5478515625,2,4715
"56","E02000083",9771,36920,63825.53,7111,0,0,1133,6.53213898270392,0.524271844660194,0.524271844660194,0.524271844660194,1,9771
"57","E02000087",7579,46280,26290.81,3586,0,0,730,3.46890222984563,0.595890410958904,0.595890410958904,0.595890410958904,1,7579
"58","E02000091",9682,40040,126844.49,16488,1,0,1615,13.1010627969428,0.662750998206122,0.507320178230427,0.818181818181818,2,4841
"59","E02000093",10883,40040,67557.33,7901,0,0,1539,6.20760176421942,0.646188432454527,0.628571428571429,0.663805436337625,2,5441
"60","E02000094",8746,39520,56678.53,6899,0,0,1409,6.4805088040247,0.625592556516092,0.621727748691099,0.629457364341085,2,4373
"61","E02000095",9921,39000,165938.32,23703,2,0,3025,16.7259671404092,0.596983449232511,0.581850533807829,0.621951219512195,3,3307
"62","E02000096",7598,47320,31313.62,5215,0,0,855,4.12129770992366,0.608187134502924,0.608187134502924,0.608187134502924,1,7598
"63","E02000097",8958,37440,56640.2,7982,0,0,1435,6.32286224603706,0.66472221203116,0.642611683848797,0.686832740213523,2,4479
"64","E02000098",7944,41600,62592.28,8252,1,0,1106,7.87918932527694,0.579566003616637,0.579566003616637,0.579566003616637,1,7944
"65","E02000100",8388,48880,783.89,126,0,0,99,0.0934537434430139,0.606060606060606,0.606060606060606,0.606060606060606,1,8388
"66","E02000101",9332,33800,114196.66,10967,1,0,1915,12.2371045863695,0.595511463844797,0.575308641975309,0.615714285714286,2,4666
"67","E02000102",7787,35880,37960.77,5074,0,0,1176,4.87489020161808,0.680952247217308,0.653279785809906,0.708624708624709,2,3893
"68","E02000103",8723,35880,56415.0000000002,8596,0,0,1048,6.46738507394247,0.58969465648855,0.58969465648855,0.58969465648855,1,8723
"69","E02000104",6767,40040,151472.48,17008,2,0,2826,22.3839929067534,0.626403453193911,0.586206896551724,0.703358208955224,3,2255
"70","E02000106",10217,36920,143909.56,18264,1,0,2755,14.0853048840168,0.637731389901093,0.626,0.646017699115044,3,3405
"71","E02000107",10692,42120,143242.52,18329,1,0,3263,13.3971679760569,0.628285458748057,0.619949494949495,0.635531135531135,4,2673
"72","E02000109",9864,37440,25634.81,3090,0,0,677,2.59882502027575,0.577548005908419,0.577548005908419,0.577548005908419,1,9864
"73","E02000111",9782,35360,164662.75,22444,2,0,4169,16.8332396237988,0.580861548787268,0.329268292682927,0.658615136876006,7,1397
"74","E02000112",9432,35880,21425.36,2706,0,0,600,2.27156064461408,0.613333333333333,0.613333333333333,0.613333333333333,1,9432
"75","E02000113",9655,30680,75593.2100000001,10508,1,0,1145,7.82943656136718,0.579912663755458,0.579912663755458,0.579912663755458,1,9655
"76","E02000114",9010,41080,35720.02,5054,0,0,819,3.96448612652609,0.642246642246642,0.642246642246642,0.642246642246642,1,9010
"77","E02000115",8340,44200,51278.46,5079,0,0,992,6.1484964028777,0.625,0.625,0.625,1,8340
"78","E02000116",8153,34840,52948.66,8365,1,0,1445,6.49437752974365,0.506365406423177,0.25,0.667244367417678,3,2717
"79","E02000117",12013,32240,106873.76,15787,1,0,1995,8.89650878215268,0.572508609556608,0.557284299858557,0.587732919254658,2,6006
"80","E02000119",7248,30680,119318.22,19086,2,0,3125,16.4622268211921,0.634201660919436,0.594078319006686,0.7,5,1449
"81","E02000120",9214,44720,25962.64,2540,0,0,652,2.81773822444107,0.630368098159509,0.630368098159509,0.630368098159509,1,9214
"82","E02000121",8933,35880,44258.98,6898,0,0,1134,4.95454830404119,0.654007797782206,0.639939485627837,0.668076109936575,2,4466
"83","E02000122",8079,44720,73293.51,8402,1,0,1615,9.07210174526551,0.620296513830997,0.592241379310345,0.648351648351648,2,4039
"84","E02000123",14719,34840,105881.09,16173,1,0,2427,7.19349752021197,0.634934951019022,0.607061503416856,0.675036927621861,3,4906
"85","E02000124",10222,47320,60955.27,7043,0,0,1419,5.96314517706907,0.617344832192488,0.601736972704715,0.632952691680261,2,5111
"86","E02000125",10815,43160,131520.6,18132,1,0,1543,12.1609431345354,0.559300064808814,0.559300064808814,0.559300064808814,1,10815
"87","E02000126",7775,30680,58798.29,6428,0,0,1123,7.5624810289389,0.583259127337489,0.583259127337489,0.583259127337489,1,7775
"88","E02000128",7294,44200,237777.32,21390,2,0,2970,32.5990293391829,0.550964085127249,0.531380753138075,0.570547417116423,2,3647
"89","E02000130",7914,43680,51672.6,5419,0,0,975,6.52926459438969,0.626666666666667,0.626666666666667,0.626666666666667,1,7914
"90","E02000131",8954,43160,814.03,64,0,0,55,0.0909124413669868,0.618181818181818,0.618181818181818,0.618181818181818,1,8954
"91","E02000134",10773,46800,237604.69,22209,2,0,3420,22.0555731922399,0.558691353332007,0.5,0.6,5,2154
"92","E02000135",9734,33280,118282.57,14031,1,0,2558,12.1514865420177,0.635999005686888,0.57192075796727,0.696509863429439,3,3244
"93","E02000138",7936,54080,52760.1,4611,0,0,1009,6.64819808467742,0.609514370664024,0.609514370664024,0.609514370664024,1,7936
"94","E02000141",6940,41080,61504.74,6109,0,0,987,8.86235446685879,0.655521783181358,0.655521783181358,0.655521783181358,1,6940
"95","E02000144",8681,54600,215439.42,20909,2,0,3491,24.8173505356526,0.580391971856913,0.574912891986063,0.584139264990329,3,2893
